Ticker,Ticker,Name,Sector,Industry,Location,Exchange,DataType,Beta,P/E,Price,Market cap,52_High,52_low,Last Cash Flow
GDDY,GDDY,GODADDY INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.9645,35.4189,74.38,11492424048,85.32,64.65,920
COIN,COIN,COINBASE GLOBAL INC CLASS A,Financials,Financial Technology (Fintech) & Infrastructure,United States,NASDAQ,,2.884,8.2423,71.27,16717240867,116.3,31.55,-1649
PKG,PKG,PACKAGING CORP OF AMERICA,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.8951,12.423,130.735,11637220000,146.265,110.555,671
CPT,CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.8066,19.041,109.194,11532440000,147.715,97.74,-91
HRL,HRL,HORMEL FOODS CORP,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.1724,23.2188,39.85,21768787770,51.69,37.775,856
CE,CE,CELANESE CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.3049,8.3384,114.42,12447500076,128.355,86.705,1819
INCY,INCY,INCYTE CORP,Health Care,Pharmaceuticals,United States,NASDAQ,,0.7067,42.105,61.83,13793549589,86.29,60.5696,892
AAL,AAL,AMERICAN AIRLINES GROUP INC,Industrials,Passenger Transportation Services,United States,NASDAQ,,1.5548,6.8281,17.775,11604630937,17.98,11.6514,-373
MOS,MOS,MOSAIC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.5086,4.1994,34.52,11268460000,62.8282,31.44,2689
BWA,BWA,BORGWARNER INC,Consumer Discretionary,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,1.4172,11.6978,48.275,11181950000,51.14,31.14,1859
NI,NI,NISOURCE INC,Utilities,Multiline Utilities,United States,New York Stock Exchange Inc.,,0.4645,18.4639,27.23,11206410000,31.87,23.78,-794
LSI,LSI,LIFE STORAGE INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.6298,30.7549,131.255,11168988031,146.66,94.02,587
HEIA,HEIA,HEICO CORP CLASS A,Industrials,Beverages,United States,New York Stock Exchange Inc.,,0.801,19.9481,93.3,53568240000,106.3,78.28,7552
L,L,LOEWS CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8318,13.2131,59.09,13466504638,63.24,49.36,2654
DT,DT,DYNATRACE INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.0776,139.07,51.025,14847024887,52.99,31.54,233
RPRX,RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Pharmaceuticals,United States,NASDAQ,,0.677,39.4152,30.5,18517696800,44.66,29.2,2144
TFX,TFX,TELEFLEX INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.9915,30.6161,234.94,11035531198,276.43,182.65,264
LECO,LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,"Machinery, Equipment & Components",United States,NASDAQ,,1.1641,24.222,196.99,11186980000,197.26,118.17,312
CHRW,CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Freight & Logistics Services,United States,NASDAQ,,0.7996,15.1301,94.35,10991595735,121.23,86.6,1588
FIVE,FIVE,FIVE BELOW INC,Consumer Discretionary,Diversified Retail,United States,NASDAQ,,1.2001,41.631,196.815,11063230000,220.19,109.49,63
ACM,ACM,AECOM,Industrials,Construction & Engineering,United States,New York Stock Exchange Inc.,,1.2942,27.4113,84.515,11747483582,92.16,61.96,577
IP,IP,INTERNATIONAL PAPER,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,1.0468,7.3381,31.565,10887180000,45.175,29.005,2174
WYNN,WYNN,WYNN RESORTS LTD,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,2.0349,,105.0936,11959430983,117.86,50.8101,-371
TWLO,TWLO,TWILIO INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.3943,,63.82,11736670000,98.67,41,-300
PEAK,PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.8761,19.9102,20.015,10841450000,28.43,19.085,792
ETSY,ETSY,ETSY INC,Consumer Discretionary,Diversified Retail,United States,NASDAQ,,1.9916,31.3649,86.15,10626766185,149.91,70.4602,673
DKNG,DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,1.783,,26.66,12313342228,26.87,10.6936,-658
RPM,RPM,RPM INTERNATIONAL INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,0.942,20.668,87.275,10859520000,106.5,77.355,-44
RBA,RBA,RB GLOBAL INC,Industrials,Professional & Commercial Services,Canada,New York Stock Exchange Inc.,,0.6284,59.6884,58.76,14119240000,71.2421,47.7233,391
OKTA,OKTA,OKTA INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,1.0442,,69.66,11310004566,110.94,44.1204,65
FND,FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.8879,36.8339,100.81,10931040000,104.98,60.97,-344
SWAV,SWAV,SHOCKWAVE MEDICAL INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.9822,45.6287,286.225,10483336957,320.54,172.5,0
TTC,TTC,TORO,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.7242,20.4088,98.455,10230025848,117.66,74.665,154
HSIC,HSIC,HENRY SCHEIN INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.8376,22.7423,80.515,10472400000,89.72,64.75,506
REG,REG,REGENCY CENTERS REIT CORP,Real Estate,Residential & Commercial REIT,United States,NASDAQ,,1.1726,26.931,61.29,10479302910,68.56,51.97,661
ALLE,ALLE,ALLEGION PLC,Industrials,Communications & Networking,United States,New York Stock Exchange Inc.,,1.1188,21.3329,119.33,10494676131,123.46,87.33,396
CRL,CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Biotechnology & Medical Research,United States,New York Stock Exchange Inc.,,1.3413,21.2805,208.22,10657311766,262,181.22,295
CHK,CHK,CHESAPEAKE ENERGY CORP,Energy,Oil & Gas,United States,NASDAQ,,0.893,1.7081,83.16,10884890000,107.31,69.68,2302
APA,APA,APA CORP,Energy,Oil & Gas,United States,NASDAQ,,3.5138,5.3705,33.54,10350413814,50.58,30.15,3136
LII,LII,LENNOX INTERNATIONAL INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.9555,22.288,321.47,11411620000,324.24,197.92,201
BSY,BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Software & IT Services,United States,NASDAQ,,1.388,103.6287,52.97,15539904246,54.24,30.51,256
NLY,NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.4475,3.8262,19.9999,10213460000,27.96,15.11,5372
QGEN,QGEN,QIAGEN NV,Health Care,Biotechnology & Medical Research,Germany,New York Stock Exchange Inc.,,0.3658,29.0387,44.165,10071165775,51.18,40.38,566
DOCU,DOCU,DOCUSIGN INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.9242,,51.34,10389727140,77.24,39.57,429
TPR,TPR,TAPESTRY INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.4869,11.6435,42.935,9952238543,47.48,27.53,759
PNR,PNR,PENTAIR,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.135,20.9244,63.77,10518880631,64.0199,38.55,278
PSTG,PSTG,PURE STORAGE INC CLASS A,Information Technology,"Computers, Phones & Household Electronics",United States,New York Stock Exchange Inc.,,1.2503,190.4515,35.675,10971232640,38.36,22.14,609
MTN,MTN,VAIL RESORTS INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.2139,34.204,249.045,9601598745,269.5,201.91,518
REXR,REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.8349,53.6261,51.485,11012090000,68.68,48.74,193
GEN,GEN,GEN DIGITAL INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.7999,8.6213,18.385,11780567481,26.83,15.45,751
QRVO,QRVO,QORVO INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.4266,109.1023,100.84,9956561433,114.5871,75.38,684
CUBE,CUBE,CUBESMART REIT,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.5934,28.962,44.52,10002637848,51.08,36.82,591
FOXA,FOXA,FOX CORP CLASS A,Communication,Media & Publishing,United States,NASDAQ,,0.8782,16.2462,34.485,16796510000,37.26,28.015,1577
SRPT,SRPT,SAREPTA THERAPEUTICS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.9785,,114.395,10424270000,159.89,72.02,-356
ARMK,ARMK,ARAMARK,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.6403,44.2572,42.33,11031562038,45.72,29.66,306
CZR,CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,2.8868,20.4904,49.03,10344860000,56.75,31.31,1138
BURL,BURL,BURLINGTON STORES INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.0948,40.0934,153.03,9929252080,239.94,106.47,149
RRX,RRX,REGAL REXNORD CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.084,28.3977,151.45,10078990000,162.89,108.82,352
USFD,USFD,US FOODS HOLDING CORP,Consumer Staples,Food & Drug Retailing,United States,New York Stock Exchange Inc.,,1.4783,31.9642,43.41,10153500000,43.79,25.49,760
EMN,EMN,EASTMAN CHEMICAL,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.5188,14.6912,83.02,9891982436,102.18,69.91,351
JNPR,JNPR,JUNIPER NETWORKS INC,Information Technology,Communications & Networking,United States,New York Stock Exchange Inc.,,0.9349,20.0652,30.705,9874485430,34.53,25.18,-8
VST,VST,VISTRA CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.9822,,26.08,9728554592,27.29,20.7619,-816
MKTX,MKTX,MARKETAXESS HOLDINGS INC,Financials,Investment Banking & Investment Services,United States,NASDAQ,,0.7684,37.4282,261.85,9863721916,399.78,217.44,251
DAR,DAR,DARLING INGREDIENTS INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,1.2051,13.4979,62,9892980400,82.69,51.77,422
GL,GL,GLOBE LIFE INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.7885,13.2315,108.74,10390633301,123.85,95.65,1394
CHDN,CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,1.1006,18.4393,136.02,10183481430,150.4508,89.17,461
CDAY,CDAY,CERIDIAN HCM HOLDING INC,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,1.4272,0,65.59,10035150000,79.66,46.07,112
UHS,UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,1.2869,16.5457,156.35,10934140000,157.77,82.5,262
SCI,SCI,SERVICE,Consumer Discretionary,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,0.7834,20.6361,64.82,9798832917,75.115,56.85,456
UTHR,UTHR,UNITED THERAPEUTICS CORP,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.6024,14.4906,217.355,10182329701,283.09,201.65,664
EQH,EQH,EQUITABLE HOLDINGS INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.408,7.8248,26.8,9543032440,33.245,21.89,-1
CGNX,CGNX,COGNEX CORP,Information Technology,"Machinery, Equipment & Components",United States,NASDAQ,,1.5809,54.9098,55.285,9542268399,58.12,40.205,224
ROL,ROL,ROLLINS INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.6728,54.2871,42.52,20953303240,43.06,33.375,435
WTRG,WTRG,ESSENTIAL UTILITIES INC,Utilities,Water Utilities,United States,New York Stock Exchange Inc.,,0.7734,23.2453,39.5,10442990250,52.425,38.5,-462
FNF,FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.3637,14.4914,36.105,9827466886,45.51,31.84,688
WSC,WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,Industrials,Professional & Commercial Services,United States,NASDAQ,,1.538,32.9415,47.4,9589873200,53.46,30.86,701
RGA,RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8946,10.0339,139.445,9278972895,153.355,112.23,1318
LBRDK,LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Media & Publishing,United States,NASDAQ,,1.1598,46.7127,79.33,11616210000,124.81,68.67,-237
NBIX,NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.4873,155.4248,94.75,9245216090,129.29,89.04,323
BKI,BKI,BLACK KNIGHT INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.4837,40.0314,59.62,9346120630,68.78,53.15,225
APLS,APLS,APELLIS PHARMACEUTICALS INC,Health Care,Pharmaceuticals,United States,NASDAQ,,1.2438,,90.19,10503256830,94.75,42.15,-515
PARA,PARA,PARAMOUNT GLOBAL CLASS B,Communication,Media & Publishing,United States,NASDAQ,,1.6729,3.3351,15.945,10357680000,27.4899,13.8,-139
UNM,UNM,UNUM,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.0644,6.6472,47.51,9362733937,47.66,31.115,1317
PNW,PNW,PINNACLE WEST CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.4532,21.3934,81.13,9188459280,84.59,59.03,404
SAIA,SAIA,SAIA INC,Industrials,Freight & Logistics Services,United States,NASDAQ,,1.5275,25.9508,345.64,9170790079,351.41,175.48,106
GNRC,GNRC,GENERAC HOLDINGS INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.2138,37.9984,147.115,9149574685,282.62,86.29,-28
INSP,INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.4322,,319.49,9320181449,324.19,159.615,2
FBIN,FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.5257,15.078,71.46,9054682308,71.46,45.2513,320
ACI,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Food & Drug Retailing,United States,New York Stock Exchange Inc.,,0.476,9.5831,21.775,12534358492,22.6549,18.2771,700
CCK,CCK,CROWN HOLDINGS INC,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,1.0752,16.7869,86.35,10370643635,102.68,66,-36
PFGC,PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Food & Drug Retailing,United States,New York Stock Exchange Inc.,,1.3638,28.7441,59.775,9333621172,63.22,42.77,61
OVV,OVV,OVINTIV INC,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,2.8004,2.1256,37.065,10243631811,59.105,32.07,0
BXP,BXP,BOSTON PROPERTIES REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.1252,11.2081,56.78,8909824000,91.71,46.1803,27
RNR,RNR,RENAISSANCERE HOLDING LTD,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.4289,0,185.45,9490700470,223.8,124.18,2
CPB,CPB,CAMPBELL SOUP,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.3223,17.3633,45.575,13509520000,57.775,44.76,939
TOL,TOL,TOLL BROTHERS INC,Consumer Discretionary,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.4005,6.2644,77.74,8500247079,79.47,39.532,915
FFIV,FFIV,F5 INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.0709,26.8469,145.12,8775117611,174.3787,127.05,409
AOS,AOS,A O SMITH CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.2793,46.0889,72.29,10851350000,72.84,46.58,321
NCLH,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,2.5569,0,20.855,8845963160,21.57,10.47,-1574
KBR,KBR,KBR INC,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,1.1364,27.8492,64.17,8709287157,65.62,41.96,325
CASY,CASY,CASEYS GENERAL STORES INC,Consumer Staples,Food & Drug Retailing,United States,NASDAQ,,0.8158,19.7654,238.52,8896299878,249.9018,182.69,462
KEY,KEY,KEYCORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.2439,5.2533,9.4,8791486300,20.3,8.535,4469
HII,HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,0.6474,15.5437,225.3,8987367951,260.02,188.51,482
KNX,KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,1.1464,13.4616,56.07,9028952100,64.35,44.89,635
BJ,BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Diversified Retail,United States,New York Stock Exchange Inc.,,0.4783,16.5937,62.05,8337621270,80.41,60.33,832
COLD,COLD,AMERICOLD REALTY INC TRUST,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.5299,0,31.745,8564206000,32.99,21.49,285
TTEK,TTEK,TETRA TECH INC,Industrials,Professional & Commercial Services,United States,NASDAQ,,0.9844,28.6573,162,8623177380,169.67,122.86,326
AFG,AFG,AMERICAN FINANCIAL GROUP INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8139,12.1129,118.055,10055885941,144.5609,111.545,1067
HAS,HAS,HASBRO INC,Consumer Discretionary,Leisure Products,United States,NASDAQ,,0.7327,72.9507,63.59,8814133592,85.08,45.75,199
XRAY,XRAY,DENTSPLY SIRONA INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.9462,19.7185,39.39,8409872000,43.24,26.48,368
NRG,NRG,NRG ENERGY INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,1.0159,6.4393,36.95,8507087180,45.8,30.25,-13
EME,EME,EMCOR GROUP INC,Industrials,Construction & Engineering,United States,New York Stock Exchange Inc.,,1.0912,19.6881,183.01,8701345877,183.11,98.48,449
BBWI,BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.7105,11.7207,37.62,8611654392,49.55,25.75,816
NVT,NVT,NVENT ELECTRIC PLC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.3165,20.0704,50.92,8435763640,51.09,29.19,349
LAMR,LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Residential & Commercial REIT,United States,NASDAQ,,1.4098,23.4341,98.575,10045521955,111.49,80.8492,615
CLF,CLF,CLEVELAND CLIFFS INC,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,2.2172,18.3178,16.775,8640453580,22.83,11.825,62
WSM,WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.5965,8.2331,123.415,7926003793,176.89,106.6555,1145
LEA,LEA,LEAR CORP,Consumer Discretionary,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,1.5611,19.9556,142.9,8434320966,158.44,114.67,383
BLD,BLD,TOPBUILD CORP,Consumer Discretionary,Construction & Engineering,United States,New York Stock Exchange Inc.,,1.5446,14.4194,262.83,8344673775,263.87,140.66,419
CELH,CELH,CELSIUS HOLDINGS INC,Consumer Staples,Beverages,United States,NASDAQ,,1.8088,429.5624,150.84,11582882928,153.94,61.62,0
DKS,DKS,DICKS SPORTING INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.4483,11.8033,135.09,11718890000,152.6081,73.67,558
SOFI,SOFI,SOFI TECHNOLOGIES INC,Financials,Banking Services,United States,NASDAQ,,1.688,0,8.755,8237540978,10.23,4.24,-7359
Z,Z,ZILLOW GROUP INC CLASS C,Real Estate,Real Estate Operations,United States,NASDAQ,,1.714,,50.17,12220710000,53.23,26.1419,4389
LAD,LAD,LITHIA MOTORS INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.4299,7.4075,302.91,8338436810,307.4299,180,-610
CLH,CLH,CLEAN HARBORS INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.3836,19.8539,161.95,8762162234,162.87,83.555,281
AGCO,AGCO,AGCO CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.3651,10.0835,129.42,9688920881,139.5633,84.9195,450
ROKU,ROKU,ROKU INC CLASS A,Communication,Media & Publishing,United States,NASDAQ,,1.7172,87.0547,63.57,8949727878,97.93,38.26,-150
THC,THC,TENET HEALTHCARE CORP,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,2.1495,20.66,81.49,8129329000,85.4,36.693,-763
ARW,ARW,ARROW ELECTRONICS INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,New York Stock Exchange Inc.,,1.4042,6.5029,140.52,8090291454,140.66,89.38,-112
IBKR,IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Investment Banking & Investment Services,United States,NASDAQ,,0.7735,18.1389,82.31,34806734247,90.19,52.4252,3899
ZI,ZI,ZOOMINFO TECHNOLOGIES INC,Communication,Software & IT Services,United States,NASDAQ,,1.899,101.8817,25.79,10376057173,51.86,20.33,388
NYCB,NYCB,NEW YORK COMMUNITY BANCORP INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.064,2.929,11.215,8098639725,11.34,5.81,1026
KNSL,KNSL,KINSALE CAPITAL GROUP INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8913,46.1302,371.59,8604021529,372.88,217.19,551
TOST,TOST,TOAST INC CLASS A,Financials,Software & IT Services,United States,New York Stock Exchange Inc.,,1.97,0,22.75,12068499625,26.035,12.15,-189
WHR,WHR,WHIRLPOOL CORP,Consumer Discretionary,Household Goods,United States,New York Stock Exchange Inc.,,1.5148,26.1725,149.585,8190966454,178.05,124.1,820
KRTX,KRTX,KARUNA THERAPEUTICS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.0682,,217.0501,8127213091,278.2532,116.59,-229
TW,TW,TRADEWEB MARKETS INC CLASS A,Financials,Investment Banking & Investment Services,United States,NASDAQ,,0.9549,45.5486,68.63,14525958142,79.98,51.47,596
CHE,CHE,CHEMED CORP,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,0.5281,33.7555,537.12,8067424233,570.17,430.16,253
WEX,WEX,WEX INC,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.5975,53.3808,180.818,7746366076,204.055,125,563
BRKR,BRKR,BRUKER CORP,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.1543,34.4261,72.76,10675885624,84.84,48.42,145
WCC,WCC,WESCO INTERNATIONAL INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.9968,11.2713,176.155,9031861437,177.96,99,-88
BERY,BERY,BERRY GLOBAL GROUP INC,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,1.1866,11.2308,64.04,7633568000,66.21,44.52,876
BIO,BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,0.8895,2.4802,371.98,10823100000,572.7,344.63,194
HEI,HEI,HEICO CORP,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,1.1987,64.1394,176.31,21076950000,180.59,127.45,436
RHI,RHI,ROBERT HALF,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.3351,12.8244,73.4,7909789520,89.78,64.65,0
CACI,CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,0.9878,21.4254,338.755,7721263040,340.7179,245.3207,671
MIDD,MIDD,MIDDLEBY CORP,Industrials,Household Goods,United States,NASDAQ,,1.5443,17.5188,146.94,7863524957,162.02,120.3,333
BEN,BEN,FRANKLIN RESOURCES INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.295,15.8831,26.63,13363040000,34.365,20.2373,1866
MASI,MASI,MASIMO CORP,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.8565,73.5939,164.82,8701263146,197.9999,108.885,-23
JAZZ,JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Pharmaceuticals,United States,NASDAQ,,0.7261,139.8009,124.03,7938514103,163.31,121.665,1272
NATI,NATI,NATIONAL INSTRUMENTS CORP,Information Technology,Software & IT Services,United States,NASDAQ,,1.1822,47.1493,57.435,7625903407,58.3,29.81,-9
RGEN,RGEN,REPLIGEN CORP,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.0131,47.2452,137.59,7661005696,262.26,135.37,84
NNN,NNN,NNN REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.8667,22.0293,42.62,7760556464,48.42,38.05,0
ATR,ATR,APTARGROUP INC,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.6319,32.6689,115.09,7540862529,122.5,90.23,168
RIVN,RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Automobiles & Auto Parts,United States,NASDAQ,,2.338,,15.57,14625445950,40.86,11.68,-6421
IRDM,IRDM,IRIDIUM COMMUNICATIONS INC,Communication,Telecommunications Services,United States,NASDAQ,,1.0715,501.1536,62.215,7834386546,68.34,36.42,273
TPL,TPL,TEXAS PACIFIC LAND CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.847,23.0574,1311,10084447980,2739,1266.21,447
ITT,ITT,ITT INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.4468,19.1662,91.91,7573384000,95.18,63.77,174
EGP,EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9438,44.0635,172.6725,7617789000,180.25,137.47,317
DCI,DCI,DONALDSON INC,Industrials,Real Estate Operations,United States,New York Stock Exchange Inc.,,0.7579,0,3.95,35874400,4.2,2.8,167
XP,XP,XP CLASS A INC,Financials,Investment Banking & Investment Services,United States,NASDAQ,,1.5924,18.2123,22.865,12816260075,25.3,10.3,320
NWSA,NWSA,NEWS CORP CLASS A,Communication,Media & Publishing,United States,NASDAQ,,1.3259,42.601,19.51,11242100000,21.69,14.87,855
FRT,FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.2252,20.2014,95.825,7811213205,115.08,85.27,368
SITE,SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Food & Tobacco,United States,New York Stock Exchange Inc.,,1.4789,36.7843,167.59,7538930568,169.26,97.36,174
TXRH,TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,0.9655,26.4715,111.78,7489294651,116.72,71.95,266
